car name,price,engine_capacity,cylinder,horse_power,top_speed,seats,brand,country
Audi Q5 2021 45 TFSI quattro,"OMR 22,500",2.0,4,272,237,5 Seater,audi,oman
Audi A3 Sportback 2021 RS3 (367 HP) quattro,"OMR 22,500",2.5,5,367,250,5 Seater,audi,oman
Jaguar F-Pace 2021 2.0T Pure (250 PS),"OMR 19,680",2.0,4,246,217,5 Seater,jaguar,oman
Lexus NX 2021 Platinum F Sport,"OMR 22,500",2.0,N/A,235,200,5 Seater,lexus,oman
Mercedes-Benz A 45 AMG 2021 2.0T 4MATIC,"OMR 22,530",2.0,4,381,250,5 Seater,mercedes-benz,oman
Mercedes-Benz E-Class Cabriolet 2021 E 200,"OMR 22,530",2.0,4,184,235,4 Seater,mercedes-benz,oman
Mercedes-Benz E-Class Cabriolet 2021 E 300,"OMR 22,530",2.0,4,245,250,4 Seater,mercedes-benz,oman
Mercedes-Benz E-Class Coupe 2021 E 250,"OMR 22,900",1.8,4,211,250,4 Seater,mercedes-benz,oman
Mercedes-Benz C-Class 2021 C 350 e,"OMR 22,150",2.0,4,275,209,5 Seater,mercedes-benz,oman
Mercedes-Benz C-Class 2021 C 400 4MATIC,"OMR 22,800",3.0,6,333,250,5 Seater,mercedes-benz,oman
Mercedes-Benz C-Class Coupe 2021 C 350,"OMR 22,200",3.5,6,301,250,4 Seater,mercedes-benz,oman
Jaguar F-Pace 2021 2.0T SE (250 PS),"OMR 21,270",2.0,4,246,217,5 Seater,jaguar,oman
BMW X3 2021 xDrive 20i,"OMR 23,000",2.0,N/A,184,210,5 Seater,bmw,oman
Audi A5 Cabriolet 2021 45 TFSI Design quattro (252 HP),"OMR 23,000",2.0,4,252,250,4 Seater,audi,oman
Jaguar F-Pace 2021 2.0T R-Sport (250 PS),"OMR 22,340",2.0,4,246,217,5 Seater,jaguar,oman
Ford Expedition EL 2021 3.5L EcoBoost LTD,"OMR 27,000",3.5,N/A,365,160,8 Seater,ford,oman
BMW 2 Series Coupe 2021 M235i,"OMR 23,500",3.0,6,326,250,4 Seater,bmw,oman
Mercedes-Benz SLK-Class 2021 SLK 350,"OMR 23,100",3.5,6,306,250,2 Seater,mercedes-benz,oman
Volvo S90 2021 T6 AWD R Design,"OMR 23,000",2.0,N/A,320,250,5 Seater,volvo,oman
Ford Expedition EL 2021 3.5L EcoBoost Platinum,"OMR 32,000",3.5,N/A,365,160,8 Seater,ford,oman
Jaguar F-Pace 2021 5.0L V8 SVR (550 PS),"OMR 39,760",5.0,8,550,283,5 Seater,jaguar,oman
Jaguar F-Pace 2021 S 3.0L V6 (380 PS),"OMR 31,510",3.0,6,375,250,5 Seater,jaguar,oman
BMW 4 Series Convertible 2021 428i,"OMR 23,500",2.0,4,245,250,4 Seater,bmw,oman
Chevrolet Tahoe 2021 Premium 2WD,Following,5.3,N/A,355,172,8 Seater,chevrolet,oman
Mercedes-Benz E-Class Coupe 2021 E 200,"OMR 23,050",2.0,4,184,240,4 Seater,mercedes-benz,oman
Lexus RX 2021 350 Prestige,"OMR 23,500",3.5,6,296,200,5 Seater,lexus,oman
BMW 2 Series Coupe 2021 230i,"OMR 23,000",2.0,4,252,250,4 Seater,bmw,oman
Nissan Patrol 2021 5.6L LE T1,Following,5.6,8,400,200,8 Seater,nissan,oman
Mercedes-Benz GLC-Class 2021 GLC 300 4MATIC,"OMR 23,720",2.0,N/A,245,235,5 Seater,mercedes-benz,oman
Porsche 718 2021 Cayman S,"OMR 26,400",2.5,4,350,285,2 Seater,porsche,oman
Nissan Patrol 2021 5.6L LE T2,Following,5.6,8,400,200,8 Seater,nissan,oman
Nissan Patrol 2021 5.6L LE Titanium,Following,5.6,8,400,200,8 Seater,nissan,oman
Chevrolet Tahoe 2021 5.3L Premium 4WD,Following,5.3,8,355,180,9 Seater,chevrolet,oman
Nissan Patrol 2021 4.0L SE Titanium,Following,4.0,N/A,395,8 Seater,11.5,nissan,oman
BMW 3 Series 2021 335i,"OMR 24,400",3.0,6,306,250,5 Seater,bmw,oman
BMW 1 Series 2021 m135i,"OMR 24,500",3.0,6,326,250,5 Seater,bmw,oman
Dodge Challenger 2021 6.4L R/T Scatpack Widebody,Granite Pearl Coat,6.4,N/A,470,272,2 Seater,dodge,oman
BMW Z4 Roadster 2021 sDrive30i,"OMR 23,500",2.0,4,258,250,2 Seater,bmw,oman
Chevrolet Camaro Coupe 2021 6.2L ZL1,"OMR 29,000",6.2,8,650,250,4 Seater,chevrolet,oman
BMW 2 Series Convertible 2021 m235i,"OMR 23,900",3.0,4,326,250,4 Seater,bmw,oman
Audi RS Q3 2021 2.5L TFSI quattro Sportback,TBD,2.5,5,400,280,5 Seater,audi,oman
Mercedes-Benz E-Class Saloon 2021 E 63 S 4MATIC+,"OMR 23,800",4.0,N/A,612,250,5 Seater,mercedes-benz,oman
Chevrolet Suburban 2021 5.3L Premium 2WD,TBD,5.3,N/A,355,175,8 Seater,chevrolet,oman
Chevrolet Suburban 2021 5.3L RS 4WD,TBD,5.3,N/A,355,175,9 Seater,chevrolet,oman
Porsche 718 2021 Boxster S,"OMR 27,800",2.5,4,350,285,2 Seater,porsche,oman
Mercedes-Benz GLA 2021 AMG 45 4MATIC,"OMR 25,110",2.0,N/A,381,250,5 Seater,mercedes-benz,oman
Cadillac XT5 2021 3.6L AWD Sport,Garnet Metallic,3.6,6,310,210,5 Seater,cadillac,oman
BMW Z4 Roadster 2021 sDrive35i,"OMR 25,500",3.0,6,306,250,2 Seater,bmw,oman
Audi A7 2021 35 FSI quattro (220 HP),"OMR 25,700",2.8,6,220,235,5 Seater,audi,oman
Lexus GX 2021 460 Prestige,"OMR 25,000",4.6,8,292,200,7 Seater,lexus,oman
Lexus IS 2021 350 F-Sport,"OMR 25,000",3.5,6,311,230,5 Seater,lexus,oman
BMW 5 Series 2021 530i,"OMR 25,700",2.0,4,252,250,5 Seater,bmw,oman
Lexus RC 2021 350 F Sport,"OMR 25,000",3.5,6,314,230,4 Seater,lexus,oman
Mercedes-Benz E-Class Cabriolet 2021 E 250,"OMR 25,070",2.0,4,211,245,4 Seater,mercedes-benz,oman
Chevrolet Suburban 2021 5.3L Premium 4WD,TBD,5.3,N/A,355,175,9 Seater,chevrolet,oman
Volvo XC90 2021 2.0T T5 AWD Momentum,"OMR 23,500",2.0,4,254,240,5 Seater,volvo,oman
Mercedes-Benz CLA-Class 2021 CLA 45 S AMG 4MATIC+,"OMR 25,600",2.0,4,421,250,5 Seater,mercedes-benz,oman
BMW 4 Series Gran Coupe 2021 435i,"OMR 25,900",3.0,6,306,250,4 Seater,bmw,oman
Audi A7 2021 40 TFSI (252 HP),"OMR 26,500",2.0,4,252,250,5 Seater,audi,oman
Chrysler 300C 2021 6.4L V8 Hemi SRT8,"OMR 24,900",6.4,N/A,472,280,5 Seater,chrysler,oman
Land Rover Discovery 2021 2.0T SE (300 HP),"OMR 25,330",2.0,4,300,201,7 Seater,land-rover,oman
BMW 5 Series 2021 528i,"OMR 26,500",2.0,N/A,245,250,5 Seater,bmw,oman
Mercedes-Benz E-Class Saloon 2021 E 300,"OMR 26,380",2.0,N/A,245,250,5 Seater,mercedes-benz,oman
Dodge Charger 2021 SRT8,"OMR 26,000",6.4,8,470,281,5 Seater,dodge,oman
Nissan Patrol 2021 4.0L SE T2,Following,4.0,6,275,200,8 Seater,nissan,oman
Mercedes-Benz SLC 2021 43 AMG,"OMR 25,800",3.0,6,367,250,2 Seater,mercedes-benz,oman
Audi A5 Cabriolet 2021 S5 50 TFSI (354 HP),"OMR 26,000",3.0,6,354,250,4 Seater,audi,oman
Mercedes-Benz E-Class Coupe 2021 E 320,"OMR 25,800",3.0,6,400,4 Seater,6.6,mercedes-benz,oman
BMW 2 Series Convertible 2021 230i,"OMR 26,000",2.0,4,252,250,4 Seater,bmw,oman
BMW 3 Series 2021 340i,"OMR 26,000",3.0,6,326,250,5 Seater,bmw,oman
Audi Q7 2021 40 TFSI CS quattro (252 HP),"OMR 26,200",2.0,4,252,210,5 Seater,audi,oman
Land Rover Discovery 2021 3.0L V6 SE (360 HP),"OMR 27,840",3.0,6,360,215,7 Seater,land-rover,oman
BMW Z4 Roadster 2021 sDriveM40i,"OMR 27,000",3.0,6,340,250,2 Seater,bmw,oman
Audi A7 2021 40 TFSI quattro (252 HP),"OMR 26,600",2.0,4,252,250,5 Seater,audi,oman
BMW X4 2021 xDrive 20i,"OMR 28,000",2.0,4,184,215,5 Seater,bmw,oman
BMW 4 Series Coupe 2021 435i,"OMR 26,700",3.0,6,306,250,4 Seater,bmw,oman
Lexus GX 2021 460 Platinum,"OMR 28,000",4.6,8,292,177,7 Seater,lexus,oman
Mercedes-Benz E-Class Cabriolet 2021 E 320,"OMR 28,415",3.0,6,272,250,4 Seater,mercedes-benz,oman
BMW X3 2021 xDrive 28i,"OMR 27,000",2.0,N/A,245,230,5 Seater,bmw,oman
Mercedes-Benz V Class 2021 Avantgarde,"OMR 26,500",2.0,4,350,6 Seater,9.4,mercedes-benz,oman
BMW 5 Series Gran Turismo 2021 535i,"OMR 28,000",3.0,6,306,250,5 Seater,bmw,oman
Mercedes-Benz C-Class 2021 C 43 AMG 4MATIC,"OMR 27,185",3.0,N/A,520,5 Seater,4.7,mercedes-benz,oman
Mercedes-Benz GLC-Class 2021 43 AMG 4MATIC,"OMR 27,685",3.0,6,367,250,5 Seater,mercedes-benz,oman
Mercedes-Benz E-Class Coupe 2021 E 300,"OMR 27,165",2.0,4,245,250,4 Seater,mercedes-benz,oman
Land Rover Discovery 2021 3.0L V6 HSE (360 HP),"OMR 29,790",3.0,6,360,215,7 Seater,land-rover,oman
BMW 1 Series 2021 m135i xDrive,"OMR 27,500",3.0,6,326,250,5 Seater,bmw,oman
Mercedes-Benz GLE-Class 2021 450 4MATIC,"OMR 26,915",3.0,6,367,250,5 Seater,mercedes-benz,oman
Audi S5 Sportback 2021 3.0 TFSI quattro (354 HP),"OMR 29,000",3.0,6,354,250,5 Seater,audi,oman
Mercedes-Benz E-Class Saloon 2021 E 400 4MATIC,"OMR 29,800",3.0,N/A,333,250,5 Seater,mercedes-benz,oman
Audi A7 2021 50 TFSI quattro (333 HP),"OMR 29,600",3.0,6,333,250,5 Seater,audi,oman
Audi RS4 Avant 2021 4.2 (450 BHP),"OMR 29,000",4.2,8,450,250,5 Seater,audi,oman
Audi Q7 2021 45 TFSI CS quattro (333 HP),"OMR 28,700",3.0,N/A,333,250,5 Seater,audi,oman
Mercedes-Benz V Class 2021 Exclusive,"OMR 29,000",2.0,4,350,6 Seater,9.4,mercedes-benz,oman
Lexus RX 2021 350 F-Sport,"OMR 29,000",3.5,N/A,296,200,5 Seater,lexus,oman
Audi S5 Coupe 2021 3.0 TFSI quattro (354 HP),"OMR 29,200",3.0,6,354,250,4 Seater,audi,oman
BMW 4 Series Convertible 2021 435i,"OMR 28,500",3.0,6,306,250,4 Seater,bmw,oman
Toyota Land Cruiser 2021 4.6L GXR Premium GT,"OMR 24,300",4.6,8,304,200,8 Seater,toyota,oman
Nissan Patrol 2021 5.6L LE Platinum City,Following,5.6,8,400,200,8 Seater,nissan,oman
Audi Q7 2021 40 TFSI Sport quattro (252 HP),"OMR 28,800",2.0,4,252,210,5 Seater,audi,oman
Toyota Land Cruiser 2021 4.6L GXR Exclusive GT,"OMR 27,200",4.6,8,304,200,8 Seater,toyota,oman
Nissan Patrol 2021 5.6L LE Platinum City Reserve,Following,5.6,8,400,200,8 Seater,nissan,oman
BMW 5 Series 2021 530i xDrive,"OMR 30,000",2.0,4,252,250,5 Seater,bmw,oman
Nissan Patrol 2021 4.0L SE Platinum City,Following,4.0,6,275,200,8 Seater,nissan,oman
Mercedes-Benz E-Class Cabriolet 2021 E 400,"OMR 30,145",3.0,6,333,250,4 Seater,mercedes-benz,oman
Mercedes-Benz SLK 55 AMG 2021 5.5,"OMR 30,500",5.5,8,421,250,2 Seater,mercedes-benz,oman
BMW X4 2021 xDrive 30i,"OMR 31,000",2.0,4,252,240,5 Seater,bmw,oman
Jaguar F-Type Coupe 2021 3.0L V6 R-Dynamic AWD (380 PS),"OMR 35,250",3.0,6,380,275,2 Seater,jaguar,oman
Mercedes-Benz E-Class Cabriolet 2021 E 400 4MATIC,"OMR 30,145",3.0,6,333,250,4 Seater,mercedes-benz,oman
Jaguar F-Type Coupe 2021 2.0T (300 PS),"OMR 24,650",2.0,4,300,250,2 Seater,jaguar,oman
Jaguar F-Type Coupe 2021 2.0T R-Dynamic (300 PS),"OMR 27,130",2.0,4,300,250,2 Seater,jaguar,oman
Jaguar F-Type Coupe 2021 5.0L V8 R AWD (550 PS),"OMR 54,350",5.0,8,550,300,2 Seater,jaguar,oman
BMW 2 Series Coupe 2021 M240i,"OMR 30,000",3.0,6,340,250,4 Seater,bmw,oman
Jaguar XJ 2021 3.0 V6 SC Diamond Edition,"OMR 29,900",3.0,6,335,250,5 Seater,jaguar,oman
BMW 5 Series 2021 535i,"OMR 30,000",3.0,N/A,306,250,5 Seater,bmw,oman
Mercedes-Benz E-Class Coupe 2021 E AMG 53 4MATIC+,"OMR 30,970",3.0,6,435,250,4 Seater,mercedes-benz,oman
Genesis G90 2021 5.0L V8 Royal,"OMR 29,900",5.0,8,407,240,5 Seater,genesis,oman
BMW X3 2021 xDrive 35i,"OMR 31,000",3.0,N/A,306,245,5 Seater,bmw,oman
Audi Q7 2021 45 TFSI Sport quattro (333 HP),"OMR 31,300",3.0,6,333,250,5 Seater,audi,oman
Mercedes-Benz E-Class Coupe 2021 E 500,"OMR 32,700",5.5,8,408,250,4 Seater,mercedes-benz,oman
BMW 5 Series 2021 540i (M Package),Jet Black,3.0,6,340,250,5 Seater,bmw,oman
Volvo XC90 2021 2.0T T6 AWD R Design,"OMR 27,000",2.0,4,320,240,7 Seater,volvo,oman
Morgan Plus 4 2021 2.0L,"OMR 31,900",2.0,4,201,N A,7.5,morgan,oman
Lexus RC F 2021 Platinum,"OMR 31,000",5.0,8,471,270,4 Seater,lexus,oman
BMW 5 Series 2021 540i,Follow,3.0,6,340,250,5 Seater,bmw,oman
Lexus RC F 2021 5.0L Platinum,"OMR 32,000",5.0,8,471,270,4 Seater,lexus,oman
Lincoln Continental 2021 3.0T Reserve,"OMR 28,000",3.0,6,400,250,5 Seater,lincoln,oman
Maserati Ghibli 2021 3.0T V6,"OMR 31,500",3.0,6,350,267,5 Seater,maserati,oman
BMW M2 Coupe 2021 3.0T,"OMR 31,000",3.0,N/A,370,250,4 Seater,bmw,oman
Maserati Ghibli 2021 3.0T V6 GranLusso,"OMR 31,500",3.0,6,350,267,5 Seater,maserati,oman
BMW 5 Series Gran Turismo 2021 535i xDrive,"OMR 31,000",3.0,6,306,250,5 Seater,bmw,oman
Audi Q7 2021 40 TFSI Design quattro (252 HP),"OMR 31,700",2.0,4,252,210,5 Seater,audi,oman
Lexus LS 2021 460 Premier (SWB),"OMR 33,000",4.6,8,382,250,5 Seater,lexus,oman
Land Rover Range Rover Sport 2021 3.0L V6 HSE (360 PS),"OMR 39,720",3.0,6,360,210,5 Seater,land-rover,oman
Audi A8 2021 50 TFSI quattro (333 HP),"OMR 33,900",3.0,6,333,250,5 Seater,audi,oman
Dodge Challenger 2021 6.2L Hellcat Widebody A/T,"OMR 33,500",6.2,8,707,314,5 Seater,dodge,oman
BMW 2 Series Convertible 2021 m240i,"OMR 33,000",3.0,6,340,250,4 Seater,bmw,oman
Audi Q7 2021 45 TFSI Design quattro (333 HP),"OMR 33,800",3.0,6,333,250,5 Seater,audi,oman
Lincoln Continental 2021 3.0T Presidential,"OMR 33,000",3.0,6,400,250,5 Seater,lincoln,oman
BMW X4 2021 xDrive M40i,Flamenco Red Metallic,3.0,6,354,250,5 Seater,bmw,oman
Mercedes-Benz C-Class 2021 C 450,"OMR 33,000",3.0,6,362,250,5 Seater,mercedes-benz,oman
Porsche Cayenne 2021 E-Hybrid,Lava Orange,3.0,6,462,253,5 Seater,porsche,oman
Dodge Challenger 2021 6.2L Hellcat Red Eye A/T,"OMR 40,000",6.2,8,797,327,5 Seater,dodge,oman
Mercedes-Benz CLS-Class 2021 CLS 350,"OMR 33,600",2.0,4,299,250,4 Seater,mercedes-benz,oman
Porsche Cayenne Coupe 2021 E-Hybrid,"OMR 39,400",3.0,6,462,253,5 Seater,porsche,oman
Morgan Plus 8 2021 4.8L Manual,"OMR 33,200",4.8,8,490,N A,4.5,morgan,oman
Mercedes-Benz C-Class 2021 C 63 AMG,"OMR 33,000",4.0,8,476,250,5 Seater,mercedes-benz,oman
Cadillac Escalade 2021 6.2L Premium Luxury,Dark Mocha Metallic,6.2,8,420,180,8 Seater,cadillac,oman
Volvo XC90 2021 2.0T T6 AWD Inscription,"OMR 28,000",2.0,N/A,320,240,7 Seater,volvo,oman
Lexus LX 2021 570 Premier,"OMR 36,000",5.7,8,362,220,8 Seater,lexus,oman
Jaguar XJ 2021 3.0L Premium Luxury LWB (340 PS),"OMR 34,170",3.0,N/A,340,250,5 Seater,jaguar,oman
BMW 5 Series 2021 550i,"OMR 35,500",4.4,N/A,450,250,5 Seater,bmw,oman
Porsche Cayenne Coupe 2021 Turbo S E-Hybrid,"OMR 69,900",4.0,8,680,295,5 Seater,porsche,oman
Mercedes-Benz GLE-Class 2021 GLE 500 4MATIC,"OMR 35,530",4.7,8,455,250,5 Seater,mercedes-benz,oman
Mercedes-Benz E-Class Saloon 2021 E 43 4MATIC,"OMR 34,100",3.0,N/A,401,250,5 Seater,mercedes-benz,oman
Maserati Levante 2021 3.0T V6 GranSport,Grigio Maratea,3.0,6,350,251,5 Seater,maserati,oman
Maserati Levante 2021 3.0T V6 GranLusso,"OMR 38,000",3.0,6,350,251,5 Seater,maserati,oman
Mercedes-Benz GLE-Class 2021 GLE 500 e 4MATIC,"OMR 35,335",3.0,6,442,245,5 Seater,mercedes-benz,oman
Porsche Cayenne 2021 Turbo S E-Hybrid,Mahogany Metallic,4.0,8,680,295,5 Seater,porsche,oman
BMW 5 Series 2021 540i xDrive,Jet Black,3.0,6,340,250,5 Seater,bmw,oman
Maserati Levante 2021 3.0T V6,"OMR 36,000",3.0,6,350,251,5 Seater,maserati,oman
Lexus LS 2021 460 Prestige (SWB),"OMR 36,000",4.6,8,382,250,5 Seater,lexus,oman
Lexus LS 2021 460 F-Sport (SWB),"OMR 37,000",4.6,8,382,250,5 Seater,lexus,oman
Audi RS5 Cabriolet 2021 4.2 (450 HP),"OMR 36,500",4.2,8,450,250,4 Seater,audi,oman
BMW 6 Series Gran Coupe 2021 640i,"OMR 37,000",3.0,6,320,250,5 Seater,bmw,oman
Maserati Ghibli 2021 3.0T V6 S,Nero Ribelle Mica,3.0,6,430,285,5 Seater,maserati,oman
Maserati Ghibli 2021 3.0T V6 S GranLusso,Nero Ribelle Mica,3.0,6,430,285,5 Seater,maserati,oman
Mercedes-Benz E-Class Cabriolet 2021 E 500,"OMR 36,600",4.7,8,408,250,4 Seater,mercedes-benz,oman
Mercedes-Benz Maybach GLS 2021 600 4MATIC,TBD,4.0,8,558,250,4 Seater,mercedes-benz,oman
Maserati Ghibli 2021 3.0T V6 S GranSport,Nero Ribelle Mica,3.0,6,430,285,5 Seater,maserati,oman
Mercedes-Benz GLS 2021 500 4MATIC,"OMR 37,100",4.6,8,455,250,7 Seater,mercedes-benz,oman
Lexus RC F 2021 5.0L Carbon,"OMR 38,000",5.0,8,471,270,4 Seater,lexus,oman
BMW 6 Series Coupe 2021 640i,"OMR 38,000",3.0,6,320,250,4 Seater,bmw,oman
Mercedes-Benz SL-Class 2021 SL 400,"OMR 38,180",3.0,6,367,250,2 Seater,mercedes-benz,oman
Cadillac Escalade 2021 6.2L Platinum,"OMR 38,500",6.2,8,420,180,8 Seater,cadillac,oman
BMW 7 Series 2021 730Li,"OMR 37,000",2.0,4,258,250,5 Seater,bmw,oman
Porsche 911 2021 Carrera,"OMR 40,200",3.0,6,385,291,4 Seater,porsche,oman
Maserati Levante 2021 3.8T V8 GTS,Grigio Maratea,3.8,8,550,292,5 Seater,maserati,oman
Maserati Levante 2021 3.0T V6 S,Grigio Maratea,3.0,6,430,264,5 Seater,maserati,oman
Porsche Cayenne Coupe 2021 GTS,"OMR 47,100",3.6,6,440,261,5 Seater,porsche,oman
Lexus LS 2021 460 Platinum (SWB),"OMR 39,000",4.6,8,382,250,5 Seater,lexus,oman
Maserati Levante 2021 3.8T V8 Trofeo,"OMR 66,000",3.8,8,590,304,5 Seater,maserati,oman
Maserati Levante 2021 3.0T V6 S GranSport,Grigio Maratea,3.0,6,430,264,5 Seater,maserati,oman
Porsche Cayenne 2021 GTS,Moonlight Blue Metallic,3.6,6,440,261,5 Seater,porsche,oman
BMW M4 Coupe 2021 3.0T,"OMR 39,500",3.0,6,431,250,4 Seater,bmw,oman
Land Rover Range Rover Sport 2021 5.0L V8 HSE Dynamic (525 PS),"OMR 50,000",5.0,8,525,250,5 Seater,land-rover,oman
BMW 5 Series Gran Turismo 2021 550i,"OMR 39,000",4.4,8,450,250,5 Seater,bmw,oman
Maserati Levante 2021 3.0T V6 S GranLusso,Grigio Maratea,3.0,6,430,264,5 Seater,maserati,oman
Lexus LS 2021 460 Prestige Plus (LWB),"OMR 39,000",4.6,8,390,220,5 Seater,lexus,oman
Volvo XC90 2021 2.0T T5 AWD R Design,"OMR 24,900",2.0,4,254,240,7 Seater,volvo,oman
BMW M3 Sedan 2021 3.0T,"OMR 38,500",3.0,6,431,250,5 Seater,bmw,oman
Land Rover Range Rover Sport 2021 3.0L V6 HSE Dynamic (360 PS),"OMR 40,950",3.0,6,360,209,5 Seater,land-rover,oman
Porsche 911 2021 Carrera 4,"OMR 43,200",3.0,6,385,291,4 Seater,porsche,oman
BMW 6 Series Gran Coupe 2021 640i xDrive,"OMR 41,000",3.0,8,320,250,5 Seater,bmw,oman
Land Rover Range Rover 2022 3.0L V6 Vogue MHEV (400 PS),TBD,3.0,6,400,225,5 Seater,land-rover,oman
Land Rover Range Rover 2021 3.0L V6 HSE MHEV (360 PS),"OMR 41,670",3.0,6,495,5 Seater,6.9,land-rover,oman
BMW 5 Series 2021 M550i xDrive,Jet Black,4.4,8,462,250,5 Seater,bmw,oman
BMW 7 Series 2021 740Li,"OMR 41,000",3.0,6,326,250,5 Seater,bmw,oman
Mercedes-Benz S-Class 2021 S 400 h,"OMR 40,000",3.5,6,306,250,5 Seater,mercedes-benz,oman
Audi A8 2021 60 TFSI quattro (460 HP),"OMR 40,000",4.0,8,460,250,5 Seater,audi,oman
BMW 6 Series Convertible 2021 640i,"OMR 41,000",3.0,6,320,250,4 Seater,bmw,oman
BMW M4 Convertible 2021 3.0T Competition M xDrive,"OMR 41,000",3.0,6,510,250,4 Seater,bmw,oman
Porsche Panamera 2021 Base,"OMR 42,200",3.0,6,330,264,4 Seater,porsche,oman
Porsche 911 2021 Carrera Cabriolet,"OMR 45,200",3.0,6,385,289,4 Seater,porsche,oman
Mercedes-Benz CLS-Class 2021 CLS 450 4MATIC,"OMR 40,800",3.0,6,367,250,4 Seater,mercedes-benz,oman
Porsche Panamera 2021 10 Years Edition,"OMR 49,100",3.0,6,330,264,4 Seater,porsche,oman
BMW 5 Series Gran Turismo 2021 550i xDrive,"OMR 42,000",4.4,8,450,250,5 Seater,bmw,oman
BMW 6 Series Convertible 2021 640i xDrive,"OMR 45,000",3.0,6,320,250,4 Seater,bmw,oman
BMW 6 Series Coupe 2021 640i xDrive,"OMR 42,000",3.0,6,320,250,4 Seater,bmw,oman
Lexus LX 2021 570 Prestige,"OMR 44,000",5.7,8,362,220,8 Seater,lexus,oman
Maserati Quattroporte 2021 3.0T V6 S GranSport,"OMR 52,000",3.0,6,430,285,5 Seater,maserati,oman
Mercedes-Benz GLE 63 AMG 2021 5.5L 4MATIC,"OMR 44,910",5.5,8,557,250,5 Seater,mercedes-benz,oman
Lexus LS 2021 600h F-Sport (SWB),"OMR 43,000",5.0,8,438,220,5 Seater,lexus,oman
Maserati Quattroporte 2021 3.0T V6 S GranLusso,"OMR 51,000",3.0,6,430,285,5 Seater,maserati,oman
Porsche 911 2021 Carrera S,Guards Red,3.0,6,450,308,4 Seater,porsche,oman
Lexus LS 2021 460 Prestige (LWB),"OMR 42,000",4.6,8,382,250,5 Seater,lexus,oman
Porsche 911 2021 Targa 4,"OMR 48,200",3.4,6,350,280,4 Seater,porsche,oman
Maserati Quattroporte 2021 3.0T V6 GranSport,"OMR 48,000",3.0,6,350,270,5 Seater,maserati,oman
Mercedes-Benz S-Class 2021 S 400,"OMR 45,910",3.0,6,333,250,5 Seater,mercedes-benz,oman
Porsche 911 2021 Carrera 4 Cabriolet,"OMR 48,200",3.0,6,385,289,2 Seater,porsche,oman
Maserati Quattroporte 2021 3.0T V6 GranLusso,"OMR 47,000",3.0,6,350,270,5 Seater,maserati,oman
Lexus LX 2021 570 Platinum,"OMR 48,000",5.7,8,362,220,8 Seater,lexus,oman
BMW 6 Series Convertible 2021 650i,"OMR 49,000",4.4,8,450,250,4 Seater,bmw,oman
Mercedes-Benz SL-Class 2021 SL 500,"OMR 46,215",4.7,8,455,250,2 Seater,mercedes-benz,oman
Maserati Quattroporte 2021 3.0T V6 S,"OMR 48,500",3.0,6,430,285,5 Seater,maserati,oman
Porsche 911 2021 Carrera 4S,Carmine Red,3.0,6,450,306,4 Seater,porsche,oman
Porsche 911 2021 Carrera S Cabriolet,Guards Red,3.0,6,450,306,2 Seater,porsche,oman
Mercedes-Benz S-Class 2021 S 400 4MATIC,"OMR 47,485",3.0,6,333,250,5 Seater,mercedes-benz,oman
Lexus LS 2021 460 Platinum (LWB),"OMR 47,000",4.6,8,382,250,5 Seater,lexus,oman
Porsche 911 2021 Carrera GTS,"OMR 49,400",3.0,6,450,310,2 Seater,porsche,oman
Mercedes-Benz S-Class 2021 S 460,"OMR 45,910",3.0,N/A,367,250,5 Seater,mercedes-benz,oman
BMW 6 Series Coupe 2021 650i,"OMR 46,000",4.4,8,450,250,4 Seater,bmw,oman
BMW 6 Series Gran Coupe 2021 650i,"OMR 46,000",4.4,8,450,250,4 Seater,bmw,oman
Mercedes-Benz GLE-Class 2021 GLE 63 S 4MATIC,"OMR 48,485",5.5,8,585,250,5 Seater,mercedes-benz,oman
Porsche Panamera 2021 4S,"OMR 52,600",2.9,6,440,289,4 Seater,porsche,oman
Maserati GranTurismo 2021 4.7L V8 MC,"OMR 58,500",4.7,8,460,301,4 Seater,maserati,oman
Aston Martin Vantage 2021 4.0T V8,"OMR 69,139",4.0,8,503,314,2 Seater,aston-martin,oman
Maserati GranTurismo 2021 4.7L V8 Sport,"OMR 49,500",4.7,8,460,299,4 Seater,maserati,oman
Porsche 911 2021 Targa 4S,"OMR 56,600",3.8,6,400,280,4 Seater,porsche,oman
Porsche Panamera Sport Turismo 2021 4 E-Hybrid,"OMR 50,600",2.9,6,462,275,5 Seater,porsche,oman
BMW 7 Series 2021 750Li,"OMR 51,000",4.4,8,450,250,5 Seater,bmw,oman
Audi S8 2021 4.0 TFSI quattro (520 HP),"OMR 51,200",4.0,8,520,250,5 Seater,audi,oman
Mercedes-Benz AMG GT 2021 4.0L,"OMR 51,680",4.0,N/A,469,304,2 Seater,mercedes-benz,oman
Porsche 911 2021 Carrera 4S Cabriolet,Carmine Red,3.0,6,450,304,2 Seater,porsche,oman
Porsche Panamera 2021 4 E-Hybrid Executive,"OMR 52,300",2.9,6,462,278,4 Seater,porsche,oman
Audi RS7 2021 4.0 TFSI quattro (560 HP),"OMR 50,800",4.0,8,560,250,5 Seater,audi,oman
BMW 6 Series Coupe 2021 650i xDrive,"OMR 51,000",4.4,8,450,250,4 Seater,bmw,oman
Lexus LS 2021 600h Platinum (LWB),"OMR 50,000",5.0,8,438,220,5 Seater,lexus,oman
